cpu,mem,bw_in,bw_out
0.07095063492063487,183.6748673735119,16.236830357142857,0.23437499999999997
0.0715044444444444,196.78985677083335,16.43984375,0.19296874999999994
0.07123571428571424,194.80557421875005,16.246484375,0.2031808035714285
0.07252888888888881,243.39319010416665,17.30390625,0.64921875
0.07152888888888882,225.29798958333336,16.1109375,0.20937499999999998
0.0718466666666666,226.6087083333333,16.4421875,0.39843749999999983
0.07169460317460312,209.56416331845242,15.949330357142856,0.17198660714285707
0.07186222222222219,272.847953125,17.396875,0.875
0.07005417989417982,159.25232812499996,15.61220238095238,0.17752976190476183
0.07274444444444438,250.27446354166662,17.4078125,0.8328125
0.07153412698412695,150.2203316592262,15.874776785714284,0.13761160714285706
0.07265333333333329,282.1322109375001,17.28671875,0.88828125
0.07115698412698411,169.86290848214287,15.948939732142858,0.15859374999999992
0.07156349206349201,191.9266741071428,16.126004464285714,0.21266741071428558
0.07104777777777772,193.34922005208335,15.842578125,0.1917968749999999
0.07193349206349202,174.51283928571422,15.825279017857142,0.23208705357142853
0.07338952380952377,206.45380691964286,16.95496651785714,0.41724330357142825
0.07128269841269835,156.52426469494048,15.963895089285714,0.21422991071428563
0.07217999999999992,226.97279687500003,16.55234375,0.39687499999999987
0.0701133333333333,171.19443229166663,15.8609375,0.09453124999999991
0.07188666666666661,210.40676822916674,16.33515625,0.24374999999999997
0.07245333333333326,243.06551041666663,17.2984375,0.6625
0.07250666666666662,283.55215625000005,17.507812499999996,1.1789062499999998
0.07159111111111105,200.43074218749996,16.26953125,0.17890624999999993
0.07254888888888883,235.7837395833333,16.27265625,0.27421874999999996
0.070961746031746,183.56564081101195,16.170424107142857,0.22578124999999996
0.07104222222222219,199.26565885416665,16.31484375,0.21093749999999992
0.07465555555555552,204.7269869791667,15.86953125,0.39062499999999967
0.07199301587301588,214.2036915922619,16.057421875,0.21344866071428562
0.0733244444444444,262.3622031249999,16.5984375,0.9015624999999996
0.07236460317460311,173.78466220238096,15.830747767857142,0.2844308035714285
0.07153111111111102,232.32489843750002,16.1703125,0.21406249999999993
0.07149634920634916,193.27120107886904,16.080078125,0.18214285714285705
0.07211365079365077,212.58089694940477,16.6953125,0.23225446428571417
0.0728155555555555,255.77220052083322,16.5546875,0.6742187499999995
0.07570888888888885,204.9454401041667,16.2234375,0.4835937499999995
0.07178777777777773,190.67056863839284,16.385770089285714,0.20714285714285705
0.07146888888888886,161.2548151041666,16.05546875,0.1570312499999999
0.07113333333333334,176.58294270833323,16.2234375,0.24609374999999992
0.07169111111111107,220.20075,16.14453125,0.19296874999999994
0.07181555555555551,217.2516328125,16.35703125,0.2187499999999999
0.07203999999999994,235.7837395833333,16.22265625,0.23593749999999997
0.07169555555555551,217.90699218749995,16.18359375,0.2374999999999999
0.07192666666666661,243.86650520833325,16.275,0.19687499999999997
0.07370888888888884,262.79910937499994,17.10390625,1.1640624999999996
0.07194126984126982,211.785103422619,16.5140625,0.18604910714285705
0.07446888888888885,263.12678906249994,17.26640625,1.3874999999999995
0.07148841269841266,193.51566052827383,16.286328125,0.2204241071428571
