time,cpu
2017-01-01 00:00:00,0.1791181
2017-01-01 01:00:00,0.18120519999999998
2017-01-01 02:00:00,0.18540489999999998
2017-01-01 03:00:00,0.1823243
2017-01-01 04:00:00,0.19649799999999998
2017-01-01 05:00:00,0.17562439999999999
2017-01-01 06:00:00,0.1812848
2017-01-01 07:00:00,0.1877278
2017-01-01 08:00:00,0.1872064
2017-01-01 09:00:00,0.18800260000000002
2017-01-01 10:00:00,0.18259029999999998
2017-01-01 11:00:00,0.1808127
2017-01-01 12:00:00,0.1826034
2017-01-01 13:00:00,0.1831285
2017-01-01 14:00:00,0.1841626
2017-01-01 15:00:00,0.1892348
2017-01-01 16:00:00,0.19434110000000002
2017-01-01 17:00:00,0.1831244
2017-01-01 18:00:00,0.1912009
2017-01-01 19:00:00,0.1784676
2017-01-01 20:00:00,0.18032810000000002
2017-01-01 21:00:00,0.1879428
2017-01-01 22:00:00,0.18033339999999998
2017-01-01 23:00:00,0.1835567
2017-01-02 00:00:00,0.1770356
2017-01-02 01:00:00,0.189009
2017-01-02 02:00:00,0.1778305
2017-01-02 03:00:00,0.1830768
2017-01-02 04:00:00,0.1928669
2017-01-02 05:00:00,0.1803998
2017-01-02 06:00:00,0.1825034
2017-01-02 07:00:00,0.1752475
2017-01-02 08:00:00,0.1808372
2017-01-02 09:00:00,0.1864673
2017-01-02 10:00:00,0.1856701
2017-01-02 11:00:00,0.1819024
2017-01-02 12:00:00,0.18353090000000002
2017-01-02 13:00:00,0.1898396
2017-01-02 14:00:00,0.18411470000000002
2017-01-02 15:00:00,0.1785482
2017-01-02 16:00:00,0.19179680000000002
2017-01-02 17:00:00,0.1847015
2017-01-02 18:00:00,0.18459250000000002
2017-01-02 19:00:00,0.1839057
2017-01-02 20:00:00,0.1933886
2017-01-02 21:00:00,0.1859788
2017-01-02 22:00:00,0.18333919999999998
2017-01-02 23:00:00,0.1923978
2017-01-03 00:00:00,0.1838333
2017-01-03 01:00:00,0.1868704
2017-01-03 02:00:00,0.19034020000000001
2017-01-03 03:00:00,0.1910005
2017-01-03 04:00:00,0.18894539999999999
2017-01-03 05:00:00,0.1839546
2017-01-03 06:00:00,0.17985109999999999
2017-01-03 07:00:00,0.1810803
2017-01-03 08:00:00,0.1891928
2017-01-03 09:00:00,0.1909626
2017-01-03 10:00:00,0.1926675
2017-01-03 11:00:00,0.22329190000000002
2017-01-03 12:00:00,0.2034723
2017-01-03 13:00:00,0.20299330000000002
2017-01-03 14:00:00,0.2121236
2017-01-03 15:00:00,0.1992418
2017-01-03 16:00:00,0.2012235
2017-01-03 17:00:00,0.19351780000000002
2017-01-03 18:00:00,0.196237
2017-01-03 19:00:00,0.1947962
2017-01-03 20:00:00,0.1947885
2017-01-03 21:00:00,0.2008509
2017-01-03 22:00:00,0.20177009999999998
2017-01-03 23:00:00,0.19963560000000002
2017-01-04 00:00:00,0.1892971
2017-01-04 01:00:00,0.1985644
2017-01-04 02:00:00,0.1948938
2017-01-04 03:00:00,0.1804488
2017-01-04 04:00:00,0.1918062
2017-01-04 05:00:00,0.19067
2017-01-04 06:00:00,0.18303719999999998
2017-01-04 07:00:00,0.1799927
2017-01-04 08:00:00,0.19808499999999998
2017-01-04 09:00:00,0.1877654
2017-01-04 10:00:00,0.19560199999999997
2017-01-04 11:00:00,0.1958239
2017-01-04 12:00:00,0.192938
2017-01-04 13:00:00,0.2061157
2017-01-04 14:00:00,0.2032395
2017-01-04 15:00:00,0.19434
2017-01-04 16:00:00,0.2011261
2017-01-04 17:00:00,0.207248
2017-01-04 18:00:00,0.1952686
2017-01-04 19:00:00,0.2006217
2017-01-04 20:00:00,0.2002909
2017-01-04 21:00:00,0.1895909
2017-01-04 22:00:00,0.1602104
2017-01-04 23:00:00,0.2078055
2017-01-05 00:00:00,0.1605115
2017-01-05 01:00:00,0.1580007
2017-01-05 02:00:00,0.1578517
2017-01-05 03:00:00,0.15998279999999998
2017-01-05 04:00:00,0.1594901
2017-01-05 05:00:00,0.1604472
2017-01-05 06:00:00,0.1574793
2017-01-05 07:00:00,0.1654335
2017-01-05 08:00:00,0.15265399999999998
2017-01-05 09:00:00,0.1607716
2017-01-05 10:00:00,0.1529693
2017-01-05 11:00:00,0.161533
2017-01-05 12:00:00,0.1561512
2017-01-05 13:00:00,0.1523955
2017-01-05 14:00:00,0.155327
2017-01-05 15:00:00,0.162151
2017-01-05 16:00:00,0.1525843
2017-01-05 17:00:00,0.15049200000000001
2017-01-05 18:00:00,0.1561892
2017-01-05 19:00:00,0.1543729
2017-01-05 20:00:00,0.1506177
2017-01-05 21:00:00,0.1542917
2017-01-05 22:00:00,0.1616368
2017-01-05 23:00:00,0.1717184
2017-01-06 00:00:00,0.1516328
2017-01-06 01:00:00,0.1575499
2017-01-06 02:00:00,0.1549284
2017-01-06 03:00:00,0.17334689999999997
2017-01-06 04:00:00,0.1600203
2017-01-06 05:00:00,0.16239830000000002
2017-01-06 06:00:00,0.15742710000000001
2017-01-06 07:00:00,0.1564074
2017-01-06 08:00:00,0.1525784
2017-01-06 09:00:00,0.1539312
2017-01-06 10:00:00,0.16503820000000002
2017-01-06 11:00:00,0.16386109999999998
2017-01-06 12:00:00,0.1620283
2017-01-06 13:00:00,0.1590722
2017-01-06 14:00:00,0.16237970000000002
2017-01-06 15:00:00,0.1693283
2017-01-06 16:00:00,0.1662236
2017-01-06 17:00:00,0.1635263
2017-01-06 18:00:00,0.19040980000000002
2017-01-06 19:00:00,0.2778745
2017-01-06 20:00:00,0.23123760000000002
2017-01-06 21:00:00,0.1804192
2017-01-06 22:00:00,0.16622309999999998
2017-01-06 23:00:00,0.1544834
2017-01-07 00:00:00,0.1564578
2017-01-07 01:00:00,0.15824749999999999
2017-01-07 02:00:00,0.1536504
2017-01-07 03:00:00,0.1558293
2017-01-07 04:00:00,0.1573023
2017-01-07 05:00:00,0.1551774
2017-01-07 06:00:00,0.154123
2017-01-07 07:00:00,0.16210360000000001
2017-01-07 08:00:00,0.1619886
2017-01-07 09:00:00,0.1568242
2017-01-07 10:00:00,0.1511935
2017-01-07 11:00:00,0.16243749999999998
2017-01-07 12:00:00,0.16016290000000002
2017-01-07 13:00:00,0.1530364
2017-01-07 14:00:00,0.160494
2017-01-07 15:00:00,0.1678922
2017-01-07 16:00:00,0.16020330000000002
2017-01-07 17:00:00,0.1504832
2017-01-07 18:00:00,0.1545571
2017-01-07 19:00:00,0.1585129
2017-01-07 20:00:00,0.1553877
2017-01-07 21:00:00,0.156885
2017-01-07 22:00:00,0.15686719999999998
2017-01-07 23:00:00,0.1683907
2017-01-08 00:00:00,0.1533551
2017-01-08 01:00:00,0.1549549
2017-01-08 02:00:00,0.1579864
2017-01-08 03:00:00,0.164314
2017-01-08 04:00:00,0.1640788
2017-01-08 05:00:00,0.1595643
2017-01-08 06:00:00,0.1573969
2017-01-08 07:00:00,0.16273040000000003
2017-01-08 08:00:00,0.1631504
2017-01-08 09:00:00,0.1605442
2017-01-08 10:00:00,0.1565534
2017-01-08 11:00:00,0.1566606
2017-01-08 12:00:00,0.16040130000000002
2017-01-08 13:00:00,0.1604371
2017-01-08 14:00:00,0.15611819999999998
2017-01-08 15:00:00,0.16014420000000001
2017-01-08 16:00:00,0.1636535
2017-01-08 17:00:00,0.1580436
2017-01-08 18:00:00,0.163752
2017-01-08 19:00:00,0.17460889999999998
2017-01-08 20:00:00,0.1610981
2017-01-08 21:00:00,0.1545988
2017-01-08 22:00:00,0.1576797
2017-01-08 23:00:00,0.155662
2017-01-09 00:00:00,0.154784
2017-01-09 01:00:00,0.1532419
2017-01-09 02:00:00,0.1555038
2017-01-09 03:00:00,0.1536681
2017-01-09 04:00:00,0.1572013
2017-01-09 05:00:00,0.16034939999999998
2017-01-09 06:00:00,0.1585084
2017-01-09 07:00:00,0.165911
2017-01-09 08:00:00,0.164279
2017-01-09 09:00:00,0.1582983
2017-01-09 10:00:00,0.1564311
2017-01-09 11:00:00,0.1651108
2017-01-09 12:00:00,0.1808727
2017-01-09 13:00:00,0.16773040000000003
2017-01-09 14:00:00,0.16142040000000002
2017-01-09 15:00:00,0.1621061
2017-01-09 16:00:00,0.1802262
2017-01-09 17:00:00,0.1646201
